player_name,team,player_role,runs_scored,balls_faced,fours,sixes,strike_rate,out_status,dismissal_type,overs_bowled,runs_conceded,wickets_taken,maidens,economy_rate,catches,run_outs,stumpings,match_id,match_date,venue,batting_team,opposition,match_result,toss_winner,toss_decision,season,match_id_unique
Unish Thakuri,Karnali Yaks (NPL),Bowler,0,0,0,0,0,No,did not bat,1,13,0,0,13,0,0,0,22,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Karnali Yaks (NPL),Lumbini Lions (NPL),Win,Lumbini Lions (NPL),Field,1,S1_M22
Bipin Sharma,Karnali Yaks (NPL),Bowler,0,0,0,0,0,No,did not bat,4,25,1,1,6.25,1,0,0,22,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Karnali Yaks (NPL),Lumbini Lions (NPL),Win,Lumbini Lions (NPL),Field,1,S1_M22
Ashutosh Ghiraiya,Lumbini Lions (NPL),Batsman,16,21,2,0,76.19,Yes,c Bosisto b Zeeshan Maqsood,0,0,0,0,0,0,0,0,22,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Karnali Yaks (NPL),Loss,Lumbini Lions (NPL),Field,1,S1_M22
Arjun Saud,Lumbini Lions (NPL),Wicket-keeper,13,6,3,0,216.66,Yes,c Gulsan Jha b Sompal Kami,0,0,0,0,0,1,0,0,22,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Karnali Yaks (NPL),Loss,Lumbini Lions (NPL),Field,1,S1_M22
Rohit Paudel,Lumbini Lions (NPL),All-rounder,10,8,2,0,125,Yes,lbw b Zeeshan Maqsood,2,6,1,0,3,0,0,0,22,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Karnali Yaks (NPL),Loss,Lumbini Lions (NPL),Field,1,S1_M22
Tom Moores,Lumbini Lions (NPL),Batsman,36,35,4,1,102.85,Yes,b Yadav,0,0,0,0,0,0,0,0,22,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Karnali Yaks (NPL),Loss,Lumbini Lions (NPL),Field,1,S1_M22
Sundeep Jora,Lumbini Lions (NPL),All-rounder,24,21,0,2,114.28,Yes,c sub (D Dumre) b Bosisto,0,0,0,0,0,0,0,0,22,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Karnali Yaks (NPL),Loss,Lumbini Lions (NPL),Field,1,S1_M22
Ben Cutting,Lumbini Lions (NPL),All-rounder,1,6,0,0,16.66,Yes,c Babar Hayat b Sharma,0,0,0,0,0,0,0,0,22,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Karnali Yaks (NPL),Loss,Lumbini Lions (NPL),Field,1,S1_M22
Saad Bin Zafar,Lumbini Lions (NPL),All-rounder,16,11,1,0,145.45,Yes,run out (Yadav/Sompal Kami),4,29,1,0,7.25,2,0,0,22,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Karnali Yaks (NPL),Loss,Lumbini Lions (NPL),Field,1,S1_M22
Tilak Bhandari,Lumbini Lions (NPL),Bowler,3,5,0,0,60,No,not out,4,23,2,0,5.75,2,0,0,22,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Karnali Yaks (NPL),Loss,Lumbini Lions (NPL),Field,1,S1_M22
Ramon Simmonds,Lumbini Lions (NPL),Bowler,4,7,0,0,57.14,No,not out,4,40,1,0,10,1,0,0,22,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Karnali Yaks (NPL),Loss,Lumbini Lions (NPL),Field,1,S1_M22
Bikash Aagri,Lumbini Lions (NPL),Bowler,0,0,0,0,0,No,did not bat,2,14,3,0,7,0,0,0,22,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Karnali Yaks (NPL),Loss,Lumbini Lions (NPL),Field,1,S1_M22
Abhishesh Gautam,Lumbini Lions (NPL),Bowler,0,0,0,0,0,No,did not bat,4,11,0,0,2.75,1,0,0,22,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Karnali Yaks (NPL),Loss,Lumbini Lions (NPL),Field,1,S1_M22
Lokesh Bam,Biratnagar Kings (NPL),Batsman,0,2,0,0,0,Yes,b Dhakal,1,8,1,0,8,0,0,0,23,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Chitwan Rhinos (NPL),Win,Biratnagar Kings (NPL),Bat,1,S1_M23
Martin Guptill,Biratnagar Kings (NPL),Batsman,45,35,1,4,128.57,Yes,b Kushal Malla,0,0,0,0,0,0,0,0,23,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Chitwan Rhinos (NPL),Win,Biratnagar Kings (NPL),Bat,1,S1_M23
Dipak Bohara,Biratnagar Kings (NPL),Batsman,4,3,1,0,133.33,Yes,b Dhakal,0,0,0,0,0,0,0,0,23,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Chitwan Rhinos (NPL),Win,Biratnagar Kings (NPL),Bat,1,S1_M23
Scott Edwards,Biratnagar Kings (NPL),Wicket-keeper,0,4,0,0,0,Yes,c Bopara b Sohail Tanvir,0,0,0,0,0,0,0,0,23,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Chitwan Rhinos (NPL),Win,Biratnagar Kings (NPL),Bat,1,S1_M23
Nicholas Kirton,Biratnagar Kings (NPL),All-rounder,8,15,1,0,53.33,Yes,lbw b Basil Hameed,1,6,0,0,6,0,0,0,23,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Chitwan Rhinos (NPL),Win,Biratnagar Kings (NPL),Bat,1,S1_M23
Basir Ahamad,Biratnagar Kings (NPL),All-rounder,68,44,4,4,154.54,No,not out,4,19,1,1,4.75,1,0,0,23,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Chitwan Rhinos (NPL),Win,Biratnagar Kings (NPL),Bat,1,S1_M23
Rajesh Pulami,Biratnagar Kings (NPL),Batsman,33,20,1,3,165,No,not out,0,0,0,0,0,1,0,0,23,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Chitwan Rhinos (NPL),Win,Biratnagar Kings (NPL),Bat,1,S1_M23
Chris Sole,Biratnagar Kings (NPL),Bowler,0,0,0,0,0,No,did not bat,4,22,1,0,5.5,2,0,0,23,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Chitwan Rhinos (NPL),Win,Biratnagar Kings (NPL),Bat,1,S1_M23
Pratis GC,Biratnagar Kings (NPL),All-rounder,0,0,0,0,0,No,did not bat,2,19,0,0,9.5,1,0,0,23,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Chitwan Rhinos (NPL),Win,Biratnagar Kings (NPL),Bat,1,S1_M23
Sandeep Lamichhane,Biratnagar Kings (NPL),Bowler,0,0,0,0,0,No,did not bat,4,28,2,0,7,0,0,0,23,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Chitwan Rhinos (NPL),Win,Biratnagar Kings (NPL),Bat,1,S1_M23
Subash Bhandari,Biratnagar Kings (NPL),Bowler,0,0,0,0,0,No,did not bat,4,27,1,0,6.75,0,0,0,23,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Chitwan Rhinos (NPL),Win,Biratnagar Kings (NPL),Bat,1,S1_M23
Santosh Karki,Chitwan Rhinos (NPL),Batsman,28,25,3,1,112,Yes,c Basir Ahamad b Lamichhane,0,0,0,0,0,0,0,0,23,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Biratnagar Kings (NPL),Loss,Biratnagar Kings (NPL),Bat,1,S1_M23
Hassan Eisakhil,Chitwan Rhinos (NPL),Batsman,5,6,1,0,83.33,Yes,lbw b Basir Ahamad,0,0,0,0,0,0,0,0,23,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Biratnagar Kings (NPL),Loss,Biratnagar Kings (NPL),Bat,1,S1_M23
Ravi Bopara,Chitwan Rhinos (NPL),All-rounder,20,24,2,0,83.33,Yes,b Subash Bhandari,0,0,0,0,0,1,0,0,23,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Biratnagar Kings (NPL),Loss,Biratnagar Kings (NPL),Bat,1,S1_M23
Kushal Malla,Chitwan Rhinos (NPL),All-rounder,25,25,2,1,100,Yes,c Pratis GC b Sole,4,28,1,0,7,0,0,0,23,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Biratnagar Kings (NPL),Loss,Biratnagar Kings (NPL),Bat,1,S1_M23
Basil Hameed,Chitwan Rhinos (NPL),All-rounder,1,3,0,0,33.33,Yes,b Lamichhane,4,15,1,0,3.75,0,0,0,23,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Biratnagar Kings (NPL),Loss,Biratnagar Kings (NPL),Bat,1,S1_M23
Amar Routela,Chitwan Rhinos (NPL),All-rounder,42,29,3,2,144.82,Yes,c Sole b Lokesh Bam,1,24,0,0,24,0,0,0,23,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Biratnagar Kings (NPL),Loss,Biratnagar Kings (NPL),Bat,1,S1_M23
Deepak Bohara,Chitwan Rhinos (NPL),Batsman,2,6,0,0,33.33,No,not out,0,0,0,0,0,0,0,0,23,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Biratnagar Kings (NPL),Loss,Biratnagar Kings (NPL),Bat,1,S1_M23
Sohail Tanvir,Chitwan Rhinos (NPL),All-rounder,1,2,0,0,50,No,not out,4,33,1,0,8.25,0,0,0,23,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Biratnagar Kings (NPL),Loss,Biratnagar Kings (NPL),Bat,1,S1_M23
Rijan Dhakal,Chitwan Rhinos (NPL),Bowler,0,0,0,0,0,No,did not bat,4,40,2,0,10,0,0,0,23,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Biratnagar Kings (NPL),Loss,Biratnagar Kings (NPL),Bat,1,S1_M23
Bipin Rawal,Chitwan Rhinos (NPL),Wicket-keeper,0,0,0,0,0,No,did not bat,0,0,0,0,0,0,0,0,23,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Biratnagar Kings (NPL),Loss,Biratnagar Kings (NPL),Bat,1,S1_M23
Ranjit Kumar,Chitwan Rhinos (NPL),Bowler,0,0,0,0,0,No,did not bat,3,30,0,0,10,0,0,0,23,2024-12-13,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Biratnagar Kings (NPL),Loss,Biratnagar Kings (NPL),Bat,1,S1_M23
Dinesh Kharel,Pokhara Avengers (NPL),Batsman,38,25,6,1,152,Yes,lbw b Rashid Khan,0,0,0,0,0,0,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Field,1,S1_M24
Andries Gous,Pokhara Avengers (NPL),Wicket-keeper,0,5,0,0,0,Yes,c Levitt b Erasmus,0,0,0,0,0,2,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Field,1,S1_M24
Kushal Bhurtel,Pokhara Avengers (NPL),All-rounder,7,10,1,0,70,Yes,b Rashid Khan,2,12,0,0,6,0,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Field,1,S1_M24
Dilip Nath,Pokhara Avengers (NPL),Batsman,27,24,0,2,112.5,Yes,b Rashid Khan,0,0,0,0,0,0,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Field,1,S1_M24
Aakarshit Gomel,Pokhara Avengers (NPL),Batsman,8,15,0,0,53.33,Yes,lbw b Levitt,1,13,0,0,13,0,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Field,1,S1_M24
Raymon Reifer,Pokhara Avengers (NPL),All-rounder,41,30,1,3,136.66,No,not out,2,20,0,0,10,0,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Field,1,S1_M24
Michael Leask,Pokhara Avengers (NPL),All-rounder,1,2,0,0,50,Yes,lbw b Karan KC,1,17,1,0,17,0,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Field,1,S1_M24
Narayan Joshi,Pokhara Avengers (NPL),All-rounder,0,1,0,0,0,Yes,c Rashid Khan b Karan KC,0,0,0,0,0,0,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Field,1,S1_M24
Bipin Khatri,Pokhara Avengers (NPL),Bowler,4,6,0,0,66.66,Yes,c Levitt b Karan KC,3,19,3,0,6.33,0,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Field,1,S1_M24
Sagar Dhakal,Pokhara Avengers (NPL),Bowler,1,2,0,0,50,No,not out,4,37,0,0,9.25,0,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Field,1,S1_M24
Aakash Chand,Pokhara Avengers (NPL),Bowler,0,0,0,0,0,No,did not bat,1,18,0,0,18,0,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Field,1,S1_M24
Stephen Eskinazi,Kathmandu Gurkhas (NPL),Batsman,60,34,10,0,176.47,Yes,b Bipin Khatri,0,0,0,0,0,0,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Pokhara Avengers (NPL),Win,Kathmandu Gurkhas (NPL),Field,1,S1_M24
Michael Levitt,Kathmandu Gurkhas (NPL),All-rounder,32,18,6,1,177.77,Yes,st †Gous b Bipin Khatri,3,13,1,0,4.33,2,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Pokhara Avengers (NPL),Win,Kathmandu Gurkhas (NPL),Field,1,S1_M24
Bhim Sharki,Kathmandu Gurkhas (NPL),All-rounder,22,20,1,1,110,Yes,c †Gous b Leask,1,4,0,0,4,0,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Pokhara Avengers (NPL),Win,Kathmandu Gurkhas (NPL),Field,1,S1_M24
Gerhard Erasmus,Kathmandu Gurkhas (NPL),All-rounder,25,10,1,3,250,No,not out,4,14,1,0,3.5,1,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Pokhara Avengers (NPL),Win,Kathmandu Gurkhas (NPL),Field,1,S1_M24
Karan KC,Kathmandu Gurkhas (NPL),All-rounder,1,3,0,0,33.33,Yes,st †Gous b Bipin Khatri,4,24,3,0,6,0,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Pokhara Avengers (NPL),Win,Kathmandu Gurkhas (NPL),Field,1,S1_M24
Rashid Khan,Kathmandu Gurkhas (NPL),All-rounder,1,1,0,0,100,No,not out,4,43,3,0,10.75,1,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Pokhara Avengers (NPL),Win,Kathmandu Gurkhas (NPL),Field,1,S1_M24
Raju Rijal,Kathmandu Gurkhas (NPL),Wicket-keeper,0,0,0,0,0,No,did not bat,0,0,0,0,0,0,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Pokhara Avengers (NPL),Win,Kathmandu Gurkhas (NPL),Field,1,S1_M24
Nathan Sowter,Kathmandu Gurkhas (NPL),Bowler,0,0,0,0,0,No,did not bat,2,20,0,0,10,0,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Pokhara Avengers (NPL),Win,Kathmandu Gurkhas (NPL),Field,1,S1_M24
Pratik Shrestha,Kathmandu Gurkhas (NPL),Batsman,0,0,0,0,0,No,did not bat,0,0,0,0,0,0,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Pokhara Avengers (NPL),Win,Kathmandu Gurkhas (NPL),Field,1,S1_M24
Shahab Alam,Kathmandu Gurkhas (NPL),Bowler,0,0,0,0,0,No,did not bat,2,12,0,0,6,0,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Pokhara Avengers (NPL),Win,Kathmandu Gurkhas (NPL),Field,1,S1_M24
Dipesh Kandel,Kathmandu Gurkhas (NPL),Bowler,0,0,0,0,0,No,did not bat,0,0,0,0,0,0,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Pokhara Avengers (NPL),Win,Kathmandu Gurkhas (NPL),Field,1,S1_M24
Hassan Eisakhil,Chitwan Rhinos (NPL),Batsman,28,19,4,1,147.36,Yes,st †Milantha b Thaker,0,0,0,0,0,1,1,0,25,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Janakpur Bolts (NPL),Win,Chitwan Rhinos (NPL),Bat,1,S1_M25
Bipin Rawal,Chitwan Rhinos (NPL),Wicket-keeper,3,10,0,0,30,Yes,c Sah b Rajbanshi,0,0,0,0,0,0,0,0,25,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Janakpur Bolts (NPL),Win,Chitwan Rhinos (NPL),Bat,1,S1_M25
Santosh Karki,Chitwan Rhinos (NPL),Batsman,14,12,0,1,116.66,Yes,b Mohammad Mohsin,0,0,0,0,0,0,0,0,25,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Janakpur Bolts (NPL),Win,Chitwan Rhinos (NPL),Bat,1,S1_M25
Kushal Malla,Chitwan Rhinos (NPL),All-rounder,72,41,3,7,175.6,Yes,c Sah b Neesham,4,26,2,0,6.5,1,1,0,25,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Janakpur Bolts (NPL),Win,Chitwan Rhinos (NPL),Bat,1,S1_M25
Ravi Bopara,Chitwan Rhinos (NPL),All-rounder,44,32,5,1,137.5,Yes,c Sah b Rajbanshi,1,13,0,0,13,0,0,0,25,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Janakpur Bolts (NPL),Win,Chitwan Rhinos (NPL),Bat,1,S1_M25
Basil Hameed,Chitwan Rhinos (NPL),All-rounder,2,3,0,0,66.66,No,not out,2,38,0,0,19,0,0,0,25,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Janakpur Bolts (NPL),Win,Chitwan Rhinos (NPL),Bat,1,S1_M25
Sohail Tanvir,Chitwan Rhinos (NPL),All-rounder,5,3,1,0,166.66,No,not out,4,23,2,0,5.75,1,0,0,25,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Janakpur Bolts (NPL),Win,Chitwan Rhinos (NPL),Bat,1,S1_M25
Amar Routela,Chitwan Rhinos (NPL),All-rounder,0,0,0,0,0,No,did not bat,2,11,1,0,5.5,1,1,0,25,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Janakpur Bolts (NPL),Win,Chitwan Rhinos (NPL),Bat,1,S1_M25
Rijan Dhakal,Chitwan Rhinos (NPL),Bowler,0,0,0,0,0,No,did not bat,3,19,2,0,6.33,3,0,0,25,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Janakpur Bolts (NPL),Win,Chitwan Rhinos (NPL),Bat,1,S1_M25
Deepak Bohara,Chitwan Rhinos (NPL),Bowler,0,0,0,0,0,No,did not bat,0,0,0,0,0,0,0,0,25,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Janakpur Bolts (NPL),Win,Chitwan Rhinos (NPL),Bat,1,S1_M25
Ranjit Kumar,Chitwan Rhinos (NPL),Bowler,0,0,0,0,0,No,did not bat,2,16,0,0,8,0,0,0,25,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Janakpur Bolts (NPL),Win,Chitwan Rhinos (NPL),Bat,1,S1_M25
Anil Sah,Janakpur Bolts (NPL),Batsman,8,6,2,0,133.33,Yes,c Sohail Tanvir b Dhakal,0,0,0,0,0,0,0,0,25,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Janakpur Bolts (NPL),Chitwan Rhinos (NPL),Loss,Chitwan Rhinos (NPL),Bat,1,S1_M25
Aasif Sheikh,Janakpur Bolts (NPL),Batsman,23,26,4,0,88.46,Yes,c Dhakal b Routela,0,0,0,0,0,0,0,0,25,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Janakpur Bolts (NPL),Chitwan Rhinos (NPL),Loss,Chitwan Rhinos (NPL),Bat,1,S1_M25
Lahiru Milantha,Janakpur Bolts (NPL),Wicket-keeper,1,4,0,0,25,Yes,lbw b Sohail Tanvir,0,0,0,0,0,1,1,1,25,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Janakpur Bolts (NPL),Chitwan Rhinos (NPL),Loss,Chitwan Rhinos (NPL),Bat,1,S1_M25
Harsh Thaker,Janakpur Bolts (NPL),All-rounder,6,6,1,0,100,Yes,run out (Dhakal),4,27,1,0,6.75,1,0,0,25,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Janakpur Bolts (NPL),Chitwan Rhinos (NPL),Loss,Chitwan Rhinos (NPL),Bat,1,S1_M25
Shubh Kansakar,Janakpur Bolts (NPL),Batsman,15,12,2,1,125,Yes,b Kushal Malla,0,0,0,0,0,0,0,0,25,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Janakpur Bolts (NPL),Chitwan Rhinos (NPL),Loss,Chitwan Rhinos (NPL),Bat,1,S1_M25
James Neesham,Janakpur Bolts (NPL),All-rounder,65,24,5,6,270.83,Yes,c Dhakal b Sohail Tanvir,3,37,1,0,12.33,1,0,0,25,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Janakpur Bolts (NPL),Chitwan Rhinos (NPL),Loss,Chitwan Rhinos (NPL),Bat,1,S1_M25
Mohammad Mohsin,Janakpur Bolts (NPL),All-rounder,13,12,2,0,108.33,Yes,run out (Kushal Malla/†Rawal),3,24,1,0,8,0,0,0,25,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Janakpur Bolts (NPL),Chitwan Rhinos (NPL),Loss,Chitwan Rhinos (NPL),Bat,1,S1_M25
Arniko Yadav,Janakpur Bolts (NPL),All-rounder,0,0,0,0,0,Yes,run out (Hassan Eisakhil),1,20,0,0,20,0,0,0,25,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Janakpur Bolts (NPL),Chitwan Rhinos (NPL),Loss,Chitwan Rhinos (NPL),Bat,1,S1_M25
Sher Malla,Janakpur Bolts (NPL),Bowler,5,8,0,0,62.5,Yes,b Dhakal,2,20,0,0,10,0,0,0,25,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Janakpur Bolts (NPL),Chitwan Rhinos (NPL),Loss,Chitwan Rhinos (NPL),Bat,1,S1_M25
Lalit Rajbanshi,Janakpur Bolts (NPL),Bowler,0,4,0,0,0,Yes,c Hassan Eisakhil b Kushal Malla,4,11,2,2,2.75,0,0,0,25,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Janakpur Bolts (NPL),Chitwan Rhinos (NPL),Loss,Chitwan Rhinos (NPL),Bat,1,S1_M25
Kishor Mahato,Janakpur Bolts (NPL),Bowler,4,8,0,0,50,No,not out,3,40,0,0,13.33,0,0,0,25,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur",Janakpur Bolts (NPL),Chitwan Rhinos (NPL),Loss,Chitwan Rhinos (NPL),Bat,1,S1_M25
Lokesh Bam,Biratnagar Kings (NPL),Batsman,8,9,1,0,88.88,Yes,lbw b Douthwaite,0,0,0,0,0,1,0,0,26,2024-12-15,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Field,1,S1_M26
Dipak Bohara,Biratnagar Kings (NPL),Batsman,20,24,2,0,83.33,Yes,lbw b Kandel,0,0,0,0,0,4,0,0,26,2024-12-15,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Field,1,S1_M26
Nicholas Kirton,Biratnagar Kings (NPL),All-rounder,12,10,2,0,120,Yes,run out (Shrestha/Rashid Khan),0,0,0,0,0,0,1,0,26,2024-12-15,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Field,1,S1_M26
Scott Edwards,Biratnagar Kings (NPL),Wicket-keeper,15,14,1,0,107.14,Yes,b Erasmus,0,0,0,0,0,1,0,0,26,2024-12-15,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Field,1,S1_M26
Basir Ahamad,Biratnagar Kings (NPL),All-rounder,13,13,0,1,100,Yes,c Sharki b Shahab Alam,4,27,2,0,6.75,2,0,0,26,2024-12-15,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Field,1,S1_M26
Ismat Alam,Biratnagar Kings (NPL),All-rounder,5,13,0,0,38.46,Yes,b Kandel,2,16,0,0,8,1,0,0,26,2024-12-15,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Field,1,S1_M26
